fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
9.0,0.26,0.34,6.7,0.028999999999999998,21.0,6
8.9,0.27,0.34,10.7,0.028999999999999998,19.5,5
6.5,0.23,0.25,17.3,0.046,15.0,6
6.9,0.32,0.3,1.8,0.036000000000000004,28.0,6
7.2,0.22,0.24,1.4,0.040999999999999995,17.0,6
6.7,0.5,0.38,7.5,0.046,26.0,5
6.2,0.33,0.14,4.8,0.052000000000000005,27.0,5
6.3,0.26,0.42,7.1,0.045,62.0,6
7.5,0.2,0.47,16.9,0.052000000000000005,51.0,5
6.2,0.33,0.14,4.8,0.052000000000000005,27.0,5
6.3,0.26,0.42,7.1,0.045,62.0,6
6.6,0.36,0.52,11.3,0.046,8.0,5
6.3,0.13,0.42,1.1,0.043,63.0,7
6.4,0.15,0.44,1.2,0.043,67.0,7
6.3,0.13,0.42,1.1,0.043,63.0,7
7.6,0.23,0.64,12.9,0.033,54.0,5
6.4,0.15,0.44,1.2,0.043,67.0,7
6.3,0.13,0.42,1.1,0.043,63.0,7
5.7,0.255,0.65,1.2,0.079,17.0,5
6.9,0.32,0.26,2.3,0.03,11.0,6
6.9,0.28,0.22,10.0,0.052000000000000005,36.0,5
6.9,0.32,0.26,2.3,0.03,11.0,6
5.7,0.255,0.65,1.2,0.079,17.0,5
6.6,0.41,0.16,1.4,0.037000000000000005,28.0,6
7.3,0.37,0.16,14.9,0.048,59.0,5
6.9,0.21,0.24,1.8,0.023,17.0,7
6.6,0.24,0.28,1.8,0.027999999999999997,39.0,5
6.8,0.28,0.36,7.0,0.043,60.0,6
6.6,0.24,0.24,8.6,0.034,25.0,6
6.6,0.24,0.28,1.8,0.027999999999999997,39.0,5
7.0,0.16,0.32,1.1,0.032,29.0,6
7.0,0.14,0.28,1.3,0.026000000000000002,10.0,5
6.3,0.34,0.36,4.9,0.035,31.0,5
6.8,0.26,0.24,1.9,0.043,70.0,5
6.7,0.17,0.42,10.4,0.038,81.0,6
6.5,0.27,0.4,10.0,0.039,74.0,5
6.7,0.25,0.36,8.6,0.037000000000000005,63.0,5
5.8,0.3,0.27,1.7,0.023,45.0,7
6.4,0.28,0.56,1.7,0.156,49.0,6
7.7,0.3,0.26,18.8,0.053,36.0,5
6.8,0.18,0.3,12.8,0.062,19.0,7
6.8,0.18,0.3,12.8,0.062,19.0,7
6.8,0.18,0.3,12.8,0.062,19.0,7
6.8,0.18,0.3,12.8,0.062,19.0,7
6.8,0.18,0.3,12.8,0.062,19.0,7
6.8,0.18,0.3,12.8,0.062,19.0,7
5.2,0.14,0.25,1.0,0.039,15.0,6
6.8,0.18,0.3,12.8,0.062,19.0,7
7.2,0.615,0.1,1.4,0.068,25.0,4
6.9,0.13,0.28,13.3,0.05,47.0,6
6.7,0.34,0.3,8.5,0.059000000000000004,24.0,7
7.3,0.32,0.29,1.5,0.038,32.0,5
6.3,0.21,0.29,11.7,0.048,49.0,5
5.4,0.5,0.13,5.0,0.027999999999999997,12.0,7
8.2,0.52,0.34,1.2,0.042,18.0,5
7.8,0.28,0.31,2.1,0.046,28.0,5
6.4,0.22,0.34,1.4,0.023,56.0,6
7.8,0.28,0.31,2.1,0.046,28.0,5
6.9,0.32,0.27,16.0,0.034,58.0,6
6.8,0.13,0.42,1.1,0.042,51.0,7
6.2,0.26,0.32,15.3,0.031,64.0,5
6.4,0.22,0.34,1.4,0.023,56.0,6
6.7,0.3,0.29,2.8,0.025,37.0,7
6.7,0.3,0.29,2.8,0.025,37.0,7
7.1,0.2,0.3,1.0,0.023,7.0,6
7.2,0.2,0.36,2.5,0.027999999999999997,22.0,6
8.9,0.26,0.33,8.1,0.024,47.0,6
7.5,0.25,0.32,8.2,0.024,53.0,6
7.1,0.2,0.3,1.0,0.023,7.0,6
6.3,0.27,0.46,11.1,0.053,44.0,5
6.5,0.3,0.39,7.8,0.038,61.0,5
6.7,0.3,0.29,2.8,0.025,37.0,7
6.6,0.36,0.52,10.1,0.05,29.0,5
6.15,0.21,0.37,3.2,0.023,20.0,5
6.5,0.18,0.41,14.2,0.039,47.0,7
6.5,0.18,0.41,14.2,0.039,47.0,7
6.5,0.18,0.41,14.2,0.039,47.0,7
6.6,0.26,0.21,2.9,0.026000000000000002,48.0,7
6.6,0.35,0.35,6.0,0.063,31.0,6
6.5,0.28,0.28,18.8,0.040999999999999995,40.0,5
6.6,0.36,0.52,10.1,0.05,29.0,5
6.6,0.26,0.21,2.9,0.026000000000000002,48.0,7
6.5,0.18,0.41,14.2,0.039,47.0,7
6.15,0.21,0.37,3.2,0.023,20.0,5
5.2,0.19,0.21,1.0,0.033,81.0,5
8.0,0.24,0.26,1.7,0.033,36.0,7
7.8,0.17,0.23,1.7,0.028999999999999998,39.0,7
7.0,0.24,0.24,9.0,0.03,42.0,6
5.8,0.6,0.1,1.3,0.044000000000000004,72.0,5
5.9,0.445,0.26,1.4,0.027000000000000003,23.0,6
6.7,0.28,0.28,2.4,0.023,36.0,7
6.8,0.44,0.2,16.0,0.065,61.0,5
7.2,0.24,0.27,11.4,0.034,40.0,5
8.7,0.31,0.73,14.35,0.044000000000000004,27.0,5
8.2,0.32,0.26,2.1,0.062,26.0,6
7.2,0.24,0.27,11.4,0.034,40.0,5
8.7,0.31,0.73,14.35,0.044000000000000004,27.0,5
7.5,0.13,0.38,1.1,0.023,42.0,6
9.2,0.14,0.37,1.1,0.034,36.0,6
7.4,0.2,0.37,1.2,0.027999999999999997,28.0,6
6.1,0.15,0.35,15.8,0.042,55.0,5
7.6,0.23,0.4,5.2,0.066,14.0,5
8.1,0.33,0.22,5.2,0.047,24.0,5
7.15,0.17,0.24,9.6,0.11900000000000001,56.0,6
6.7,0.13,0.3,5.2,0.048,38.0,7
5.7,0.18,0.36,1.2,0.046,9.0,7
5.8,0.15,0.28,1.0,0.037000000000000005,43.0,5
6.6,0.23,0.29,14.45,0.057,29.0,6
7.15,0.17,0.24,9.6,0.11900000000000001,56.0,6
7.0,0.34,0.39,6.9,0.066,43.0,5
6.4,0.63,0.26,3.4,0.069,25.0,5
7.3,0.22,0.31,2.3,0.023,45.0,7
6.4,0.28,0.27,11.0,0.042,45.0,5
6.9,0.4,0.22,5.95,0.081,76.0,5
6.8,0.19,0.23,5.1,0.034,71.0,5
7.1,0.23,0.24,5.4,0.039,60.0,4
6.45,0.14,0.42,1.2,0.05,51.0,7
6.5,0.15,0.44,12.6,0.052000000000000005,65.0,7
7.1,0.15,0.34,1.0,0.033,27.0,6
6.7,0.33,0.34,6.6,0.067,35.0,6
7.2,0.3,0.26,1.5,0.040999999999999995,46.0,6
7.0,0.23,0.33,1.0,0.043,46.0,6
8.0,0.13,0.25,1.1,0.033,15.0,8
6.2,0.21,0.34,6.6,0.03,36.0,7
8.3,0.4,0.41,8.2,0.05,15.0,5
5.9,0.34,0.31,2.0,0.03,38.0,7
6.6,0.13,0.25,1.4,0.039,21.0,7
9.2,0.63,0.21,2.0,0.039,21.0,6
6.8,0.26,0.4,7.5,0.046,45.0,5
5.9,0.34,0.31,2.0,0.03,38.0,7
5.9,0.3,0.3,2.0,0.03,38.0,7
7.0,0.15,0.3,13.3,0.049,46.0,7
7.9,0.37,0.31,2.85,0.037000000000000005,7.0,6
7.2,0.35,0.25,5.6,0.032,23.0,7
7.2,0.32,0.24,5.6,0.033,23.0,7
7.6,0.13,0.33,1.0,0.031,33.0,6
6.2,0.25,0.31,3.2,0.03,32.0,6
7.1,0.31,0.17,1.0,0.042,21.0,5
7.6,0.18,0.28,7.1,0.040999999999999995,29.0,6
8.0,0.17,0.29,2.4,0.028999999999999998,52.0,6
7.2,0.19,0.27,11.2,0.061,46.0,6
7.6,0.32,0.25,9.5,0.03,15.0,6
7.1,0.31,0.17,1.0,0.042,21.0,5
6.6,0.21,0.29,1.8,0.026000000000000002,35.0,6
7.0,0.16,0.36,2.6,0.028999999999999998,28.0,7
8.0,0.17,0.29,2.4,0.028999999999999998,52.0,6
6.6,0.24,0.38,8.0,0.042,56.0,5
7.2,0.19,0.27,11.2,0.061,46.0,6
7.6,0.18,0.28,7.1,0.040999999999999995,29.0,6
6.9,0.3,0.25,3.3,0.040999999999999995,26.0,6
6.2,0.28,0.27,10.3,0.03,26.0,6
6.9,0.31,0.32,1.2,0.024,20.0,6
6.7,0.23,0.25,1.6,0.036000000000000004,28.0,6
6.2,0.28,0.27,10.3,0.03,26.0,6
5.7,0.23,0.28,9.65,0.025,26.0,6
6.5,0.22,0.5,16.4,0.048,36.0,6
7.0,0.18,0.37,1.5,0.043,16.0,5
6.9,0.31,0.32,1.2,0.024,20.0,6
6.9,0.3,0.25,3.3,0.040999999999999995,26.0,6
6.5,0.46,0.31,5.0,0.027000000000000003,15.0,7
6.5,0.23,0.36,16.3,0.038,43.0,5
6.5,0.23,0.36,16.3,0.038,43.0,5
6.5,0.23,0.36,16.3,0.038,43.0,5
6.6,0.26,0.38,6.5,0.16,68.0,6
6.7,0.26,0.39,6.4,0.16,64.0,6
7.5,0.28,0.39,10.2,0.045,59.0,6
6.5,0.23,0.36,16.3,0.038,43.0,5
6.8,0.23,0.42,7.4,0.044000000000000004,56.0,6
7.8,0.25,0.34,13.7,0.044000000000000004,66.0,5
7.8,0.25,0.34,13.7,0.044000000000000004,66.0,5
5.6,0.2,0.22,1.3,0.049,25.0,5
6.4,0.21,0.44,7.4,0.045,47.0,5
6.8,0.23,0.42,7.4,0.044000000000000004,56.0,6
6.8,0.24,0.37,7.45,0.043,59.0,6
7.8,0.25,0.28,7.2,0.04,46.0,6
7.8,0.25,0.34,13.7,0.044000000000000004,66.0,5
6.8,0.16,0.29,10.4,0.046,59.0,6
5.2,0.28,0.29,1.1,0.027999999999999997,18.0,6
7.5,0.18,0.31,6.5,0.028999999999999998,53.0,6
7.5,0.26,0.3,4.6,0.027000000000000003,29.0,7
8.2,0.37,0.64,13.9,0.043,22.0,5
7.6,0.4,0.27,5.2,0.03,32.0,7
7.5,0.26,0.25,1.7,0.038,29.0,6
7.5,0.18,0.31,6.5,0.028999999999999998,53.0,6
6.9,0.23,0.32,16.4,0.045,62.0,5
5.3,0.2,0.31,3.6,0.036000000000000004,22.0,6
6.5,0.17,0.31,1.5,0.040999999999999995,34.0,6
6.5,0.35,0.28,12.4,0.051,81.0,6
6.5,0.29,0.31,1.7,0.035,24.0,7
6.8,0.3,0.22,6.2,0.06,41.0,5
7.9,0.51,0.36,6.2,0.051,30.0,5
7.9,0.51,0.34,2.6,0.049,13.0,5
6.5,0.29,0.31,1.7,0.035,24.0,7
7.1,0.29,0.28,9.3,0.048,50.0,6
6.5,0.35,0.28,12.4,0.051,81.0,6
6.5,0.17,0.31,1.5,0.040999999999999995,34.0,6
7.4,0.2,0.28,9.1,0.047,29.0,7
6.9,0.615,0.42,12.0,0.067,24.0,5
6.8,0.32,0.28,4.8,0.034,25.0,7
6.3,0.2,0.19,12.3,0.048,54.0,6
6.9,0.615,0.42,12.0,0.067,24.0,5
8.0,0.23,0.28,2.7,0.048,49.0,6
6.7,0.27,0.33,3.6,0.034,9.0,6
6.7,0.27,0.33,3.6,0.034,9.0,6
6.7,0.44,0.22,4.3,0.032,19.0,7
7.0,0.34,0.3,1.8,0.045,44.0,6
7.3,0.26,0.33,11.8,0.057,48.0,6
5.8,0.17,0.34,1.8,0.045,81.0,8
7.3,0.26,0.33,11.8,0.057,48.0,6
5.8,0.17,0.34,1.8,0.045,81.0,8
6.8,0.17,0.36,1.4,0.036000000000000004,38.0,6
7.1,0.43,0.3,6.6,0.025,15.0,6
5.8,0.315,0.27,1.55,0.026000000000000002,15.0,8
5.9,0.17,0.28,1.0,0.027000000000000003,7.0,5
6.6,0.34,0.18,6.4,0.08199999999999999,47.0,5
8.6,0.33,0.34,11.8,0.059000000000000004,42.0,6
5.6,0.13,0.26,4.3,0.038,18.0,5
5.8,0.13,0.26,5.1,0.039,19.0,6
7.7,0.18,0.35,5.8,0.055,25.0,6
7.7,0.16,0.36,5.9,0.054000000000000006,25.0,6
6.0,0.26,0.15,1.3,0.06,51.0,5
7.3,0.32,0.35,1.4,0.05,8.0,5
7.7,0.3,0.34,1.2,0.048,7.0,6
7.9,0.16,0.3,7.4,0.05,58.0,6
6.4,0.27,0.29,10.8,0.027999999999999997,17.0,6
6.9,0.16,0.37,1.8,0.034,36.0,6
7.9,0.16,0.3,7.4,0.05,58.0,6
7.7,0.3,0.34,1.2,0.048,7.0,6
7.3,0.32,0.35,1.4,0.05,8.0,5
6.4,0.44,0.44,14.4,0.048,29.0,7
6.3,0.2,0.24,1.7,0.052000000000000005,36.0,6
6.2,0.29,0.32,3.6,0.026000000000000002,39.0,7
7.6,0.39,0.32,3.6,0.035,22.0,7
7.0,0.36,0.32,10.05,0.045,37.0,8
7.0,0.36,0.32,10.05,0.045,37.0,8
7.0,0.36,0.32,10.5,0.045,35.0,8
7.6,0.2,0.36,1.9,0.043,24.0,6
7.6,0.39,0.32,3.6,0.035,22.0,7
6.7,0.2,0.37,1.65,0.025,42.0,5
6.2,0.235,0.34,1.9,0.036000000000000004,7.0,5
7.8,0.63,0.6,18.8,0.07400000000000001,8.0,6
7.1,0.2,0.31,6.85,0.053,32.0,6
7.1,0.2,0.31,7.4,0.053,32.0,6
7.1,0.2,0.31,7.4,0.053,32.0,6
6.4,0.24,0.25,18.8,0.083,35.0,5
8.0,0.3,0.36,11.0,0.034,8.0,6
6.4,0.24,0.25,18.8,0.083,35.0,5
6.9,0.4,0.42,6.2,0.066,41.0,5
6.9,0.4,0.43,6.2,0.065,42.0,5
7.1,0.2,0.31,6.85,0.053,32.0,6
6.6,0.25,0.51,8.0,0.047,61.0,5
6.8,0.26,0.44,8.2,0.046,52.0,5
6.5,0.37,0.3,2.2,0.033,39.0,7
6.8,0.35,0.53,10.1,0.053,37.0,5
6.4,0.22,0.32,7.2,0.027999999999999997,15.0,8
6.5,0.37,0.3,2.2,0.033,39.0,7
6.8,0.35,0.53,10.1,0.053,37.0,5
6.9,0.31,0.32,1.6,0.036000000000000004,34.0,7
6.7,0.16,0.37,1.3,0.036000000000000004,45.0,7
6.6,0.25,0.51,8.0,0.047,61.0,5
6.8,0.26,0.44,8.2,0.046,52.0,5
5.6,0.15,0.31,5.3,0.038,8.0,6
5.5,0.15,0.32,14.0,0.031,16.0,8
6.4,0.22,0.32,7.2,0.027999999999999997,15.0,8
7.3,0.2,0.26,1.6,0.04,36.0,6
7.5,0.17,0.71,11.8,0.038,52.0,5
7.5,0.18,0.72,9.6,0.039,53.0,5
7.0,0.27,0.48,6.1,0.042,60.0,6
5.8,0.32,0.31,2.7,0.049,25.0,7
7.8,0.26,0.31,3.6,0.025,22.0,7
7.4,0.3,0.32,1.7,0.03,23.0,5
6.7,0.16,0.34,1.6,0.026000000000000002,27.0,6
5.8,0.32,0.31,2.7,0.049,25.0,7
6.7,0.19,0.39,1.0,0.032,14.0,7
6.6,0.36,0.24,1.0,0.038,15.0,5
7.2,0.17,0.41,1.6,0.052000000000000005,24.0,5
6.7,0.19,0.39,1.0,0.032,14.0,7
6.0,0.13,0.47,10.6,0.052000000000000005,69.0,4
6.0,0.21,0.34,2.0,0.042,63.0,6
6.7,0.325,0.74,1.2,0.152,49.0,5
6.6,0.4,0.46,6.2,0.055999999999999994,42.0,5
6.5,0.2,0.24,9.2,0.044000000000000004,25.0,5
7.6,0.27,0.34,5.0,0.04,18.0,6
7.2,0.26,0.4,6.3,0.047,52.0,6
6.3,0.25,0.22,3.3,0.048,41.0,6
6.5,0.22,0.45,8.0,0.053,52.0,6
6.4,0.14,0.31,1.2,0.034,53.0,7
6.4,0.14,0.31,1.2,0.034,53.0,7
7.1,0.26,0.32,16.2,0.044000000000000004,31.0,5
6.6,0.22,0.34,11.6,0.05,59.0,5
6.6,0.45,0.43,7.2,0.064,31.0,5
6.6,0.17,0.3,1.1,0.031,13.0,6
7.2,0.44,0.28,3.4,0.048,22.0,7
6.2,0.15,0.27,1.4,0.040999999999999995,51.0,6
6.3,0.25,0.22,3.3,0.048,41.0,6
6.5,0.22,0.45,8.0,0.053,52.0,6
7.3,0.26,0.3,9.3,0.05,35.0,6
6.9,0.15,0.29,2.3,0.033,14.0,7
5.8,0.22,0.29,1.0,0.034,34.0,7
6.5,0.37,0.33,3.5,0.036000000000000004,23.0,6
5.5,0.375,0.38,1.7,0.036000000000000004,17.0,6
5.9,0.2,0.4,1.3,0.047,23.0,6
5.9,0.22,0.38,1.3,0.046,24.0,6
8.0,0.22,0.31,5.6,0.049,24.0,5
6.5,0.22,0.29,7.4,0.027999999999999997,16.0,7
6.9,0.15,0.29,2.3,0.033,14.0,7
5.8,0.2,0.34,1.0,0.035,40.0,5
6.6,0.31,0.1,1.5,0.033,55.0,5
7.7,0.43,0.37,10.0,0.16,22.0,5
6.7,0.24,0.29,14.9,0.053,55.0,5
7.3,0.23,0.34,9.3,0.052000000000000005,19.0,5
7.9,0.2,0.39,1.0,0.040999999999999995,37.0,5
5.3,0.16,0.39,1.0,0.027999999999999997,40.0,6
6.4,0.21,0.28,5.9,0.047,29.0,6
6.9,0.33,0.26,5.0,0.027000000000000003,46.0,7
5.6,0.18,0.58,1.25,0.034,29.0,7
6.6,0.29,0.31,3.9,0.027000000000000003,39.0,8
6.9,0.33,0.26,5.0,0.027000000000000003,46.0,7
6.6,0.21,0.36,1.0,0.034,48.0,6
7.3,0.21,0.33,1.0,0.037000000000000005,66.0,6
6.4,0.21,0.28,5.9,0.047,29.0,6
5.2,0.13,0.32,1.6,0.027999999999999997,12.0,6
6.5,0.15,0.32,1.3,0.036000000000000004,19.0,6
5.3,0.16,0.39,1.0,0.027999999999999997,40.0,6
5.6,0.19,0.46,1.1,0.032,33.0,6
5.6,0.18,0.58,1.25,0.034,29.0,7
6.7,0.48,0.32,1.4,0.023,22.0,7
6.2,0.23,0.23,1.2,0.023,18.0,5
6.0,0.17,0.29,5.0,0.027999999999999997,25.0,6
6.7,0.48,0.32,1.4,0.023,22.0,7
6.7,0.15,0.38,1.7,0.037000000000000005,20.0,6
5.2,0.17,0.36,1.8,0.028999999999999998,81.0,7
5.8,0.21,0.32,1.6,0.045,38.0,8
5.4,0.23,0.36,1.5,0.03,74.0,7
6.7,0.15,0.38,1.7,0.037000000000000005,20.0,6
6.4,0.22,0.31,13.9,0.04,57.0,5
6.5,0.15,0.55,5.9,0.045,75.0,5
5.9,0.32,0.33,2.1,0.027000000000000003,35.0,6
5.7,0.37,0.3,1.1,0.028999999999999998,24.0,6
7.9,0.25,0.35,6.7,0.039,22.0,5
7.2,0.21,0.28,2.7,0.033,38.0,7
7.0,0.24,0.3,6.7,0.039,37.0,5
6.8,0.475,0.33,3.95,0.047,16.0,7
7.0,0.28,0.32,7.75,0.032,30.0,7
6.9,0.4,0.3,10.6,0.033,24.0,6
6.6,0.41,0.31,1.6,0.042,18.0,5
6.4,0.2,0.28,2.5,0.032,24.0,5
8.5,0.22,0.34,1.0,0.04,7.0,4
8.4,0.36,0.36,11.1,0.032,21.0,6
5.2,0.285,0.29,5.15,0.035,64.0,8
6.9,0.2,0.3,4.7,0.040999999999999995,40.0,6
6.7,0.42,0.46,9.7,0.054000000000000006,67.0,5
6.2,0.16,0.34,1.7,0.038,81.0,7
6.4,0.13,0.36,1.4,0.044000000000000004,22.0,7
6.4,0.44,0.26,2.0,0.054000000000000006,20.0,5
7.0,0.31,0.39,7.5,0.055,42.0,5
6.7,0.42,0.46,9.7,0.054000000000000006,67.0,5
8.6,0.18,0.28,1.0,0.032,25.0,5
6.2,0.21,0.26,13.1,0.05,59.0,5
6.1,0.16,0.37,1.1,0.031,37.0,6
6.5,0.22,0.32,2.2,0.027999999999999997,36.0,7
6.2,0.36,0.14,8.9,0.036000000000000004,38.0,5
5.7,0.21,0.25,1.1,0.035,26.0,6
6.4,0.25,0.32,1.0,0.034,40.0,7
7.6,0.31,0.26,1.7,0.073,40.0,5
6.6,0.26,0.46,6.9,0.047,59.0,5
5.7,0.21,0.25,1.1,0.035,26.0,6
6.2,0.2,0.31,1.0,0.031,22.0,6
6.2,0.18,0.3,1.0,0.031,23.0,6
6.1,0.37,0.2,7.6,0.031,49.0,5
6.2,0.36,0.14,8.9,0.036000000000000004,38.0,5
6.5,0.22,0.32,2.2,0.027999999999999997,36.0,7
7.7,0.18,0.3,1.2,0.046,49.0,5
6.9,0.14,0.38,1.0,0.040999999999999995,22.0,6
6.9,0.14,0.38,1.0,0.040999999999999995,22.0,6
6.0,0.44,0.26,3.1,0.053,57.0,6
7.1,0.36,0.4,1.95,0.033,26.0,7
5.7,0.28,0.28,2.2,0.023,15.0,6
6.4,0.16,0.32,8.75,0.038,38.0,5
7.4,0.28,0.4,11.9,0.032,13.0,4
6.7,0.39,0.31,2.7,0.054000000000000006,27.0,6
6.5,0.44,0.47,5.45,0.023,44.0,8
6.9,0.22,0.31,6.3,0.028999999999999998,41.0,6
6.6,0.22,0.29,14.4,0.046,39.0,6
7.7,0.25,0.3,7.8,0.038,67.0,5
5.2,0.155,0.33,1.6,0.027999999999999997,13.0,8
7.0,0.31,0.31,9.1,0.036000000000000004,45.0,7
7.0,0.31,0.31,9.1,0.036000000000000004,45.0,7
6.6,0.22,0.29,14.4,0.046,39.0,6
5.6,0.21,0.4,1.3,0.040999999999999995,81.0,8
5.2,0.155,0.33,1.6,0.027999999999999997,13.0,8
6.4,0.25,0.32,11.3,0.038,69.0,6
6.9,0.22,0.31,6.3,0.028999999999999998,41.0,6
5.3,0.21,0.29,1.0,0.027999999999999997,11.0,5
7.1,0.27,0.28,1.25,0.023,7.0,4
5.2,0.17,0.27,1.0,0.03,11.0,5
7.7,0.25,0.3,7.8,0.038,67.0,5
7.0,0.13,0.29,10.3,0.039,41.0,8
7.0,0.13,0.29,10.3,0.039,41.0,8
7.1,0.29,0.34,7.8,0.036000000000000004,49.0,6
7.2,0.3,0.3,8.7,0.023,14.0,5
6.8,0.26,0.46,8.3,0.037000000000000005,49.0,5
7.0,0.13,0.29,10.3,0.039,41.0,8
7.1,0.29,0.34,7.8,0.036000000000000004,49.0,6
5.2,0.33,0.31,1.2,0.023,39.0,8
5.2,0.29,0.28,8.3,0.026000000000000002,27.0,6
5.2,0.29,0.28,8.3,0.026000000000000002,27.0,6
6.8,0.26,0.48,6.2,0.049,55.0,6
6.0,0.28,0.52,5.0,0.078,30.0,6
6.0,0.28,0.25,1.8,0.042,8.0,5
7.2,0.2,0.22,1.6,0.044000000000000004,17.0,5
6.1,0.27,0.25,1.8,0.040999999999999995,9.0,5
6.0,0.28,0.25,1.8,0.042,8.0,5
6.4,0.29,0.3,2.9,0.036000000000000004,25.0,7
7.4,0.35,0.24,6.0,0.042,28.0,5
8.1,0.13,0.38,1.0,0.034,36.0,6
6.4,0.13,0.3,1.1,0.031,37.0,6
7.2,0.2,0.22,1.6,0.044000000000000004,17.0,5
7.3,0.4,0.26,5.45,0.023,26.0,7
7.7,0.13,0.34,14.05,0.04,41.0,7
6.9,0.23,0.41,8.0,0.03,30.0,6
6.9,0.38,0.38,13.1,0.11199999999999999,14.0,5
7.5,0.38,0.29,4.9,0.023,38.0,7
5.8,0.19,0.24,1.3,0.044000000000000004,38.0,5
5.5,0.34,0.26,2.2,0.023,31.0,8
6.6,0.23,0.3,14.9,0.051,33.0,6
6.6,0.23,0.3,14.9,0.051,33.0,6
8.4,0.31,0.31,1.0,0.023,52.0,5
6.7,0.2,0.3,1.4,0.025,17.0,6
8.4,0.31,0.31,1.0,0.023,52.0,5
7.3,0.26,0.24,1.7,0.05,10.0,5
6.3,0.22,0.22,5.6,0.039,31.0,6
6.6,0.23,0.3,14.9,0.051,33.0,6
7.5,0.19,0.4,7.1,0.055999999999999994,50.0,6
8.0,0.14,0.33,1.2,0.045,71.0,6
6.8,0.32,0.39,9.6,0.026000000000000002,34.0,6
6.6,0.23,0.2,11.4,0.044000000000000004,45.0,6
6.6,0.23,0.2,11.4,0.044000000000000004,45.0,6
6.7,0.36,0.26,7.9,0.034,39.0,7
6.1,0.38,0.42,5.0,0.023,31.0,7
8.5,0.23,0.28,11.1,0.033,30.0,7
7.0,0.2,0.31,8.0,0.05,29.0,6
6.0,0.26,0.32,3.8,0.028999999999999998,48.0,6
6.9,0.3,0.3,10.55,0.037000000000000005,7.0,6
6.7,0.18,0.28,10.2,0.039,29.0,7
6.7,0.18,0.28,10.2,0.039,29.0,7
6.8,0.18,0.28,9.8,0.039,29.0,7
7.2,0.19,0.31,6.3,0.034,17.0,7
6.2,0.16,0.32,1.1,0.036000000000000004,74.0,6
5.2,0.27,0.32,4.5,0.032,58.0,7
6.3,0.37,0.28,6.3,0.034,45.0,7
6.6,0.2,0.27,10.9,0.038,29.0,7
6.8,0.18,0.28,9.8,0.039,29.0,7
6.8,0.18,0.28,9.8,0.039,29.0,7
6.6,0.28,0.34,1.0,0.037000000000000005,42.0,6
6.5,0.35,0.36,1.0,0.034,32.0,8
6.9,0.25,0.33,1.2,0.035,35.0,6
6.0,0.32,0.3,1.3,0.025,18.0,7
6.8,0.18,0.28,9.8,0.039,29.0,7
6.7,0.18,0.28,10.2,0.039,29.0,7
6.6,0.2,0.27,10.9,0.038,29.0,7
6.3,0.37,0.28,6.3,0.034,45.0,7
7.2,0.19,0.31,6.3,0.034,17.0,7
6.3,0.18,0.36,1.2,0.034,26.0,6
6.9,0.3,0.36,1.0,0.037000000000000005,40.0,6
6.2,0.16,0.32,1.1,0.036000000000000004,74.0,6
5.2,0.27,0.32,4.5,0.032,58.0,7
5.2,0.3,0.33,3.7,0.03,54.0,7
6.5,0.2,0.5,18.1,0.054000000000000006,50.0,6
6.7,0.25,0.31,1.35,0.061,30.5,5
6.6,0.22,0.36,5.5,0.028999999999999998,30.0,6
6.8,0.25,0.37,3.1,0.026000000000000002,29.0,6
7.0,0.13,0.37,12.85,0.042,36.0,6
7.0,0.45,0.34,18.8,0.04,12.0,6
7.2,0.32,0.3,8.25,0.023,14.0,6
7.0,0.13,0.37,12.85,0.042,36.0,6
5.9,0.34,0.3,3.8,0.035,57.0,6
6.8,0.22,0.31,6.9,0.037000000000000005,33.0,8
7.2,0.32,0.3,8.25,0.023,14.0,6
8.4,0.32,0.35,11.7,0.028999999999999998,7.0,6
6.8,0.27,0.29,4.6,0.046,7.0,4
8.0,0.63,0.21,4.0,0.05,24.0,5
7.0,0.45,0.34,18.8,0.04,12.0,6
7.0,0.13,0.37,12.85,0.042,36.0,6
5.4,0.22,0.29,1.2,0.045,69.0,7
8.4,0.22,0.3,8.9,0.024,17.0,6
7.4,0.32,0.22,11.7,0.035,44.0,5
7.5,0.18,0.37,6.2,0.05,21.0,6
7.1,0.47,0.29,14.8,0.024,22.0,8
7.1,0.47,0.29,14.8,0.024,22.0,8
5.8,0.19,0.25,10.8,0.042,33.0,6
6.7,0.14,0.46,1.6,0.036000000000000004,15.0,5
6.8,0.24,0.38,8.3,0.045,50.0,6
6.9,0.25,0.47,8.4,0.042,36.0,6
6.0,0.24,0.33,2.5,0.026000000000000002,31.0,7
6.8,0.29,0.34,3.5,0.054000000000000006,26.0,5
6.3,0.33,0.42,17.2,0.037000000000000005,57.0,6
6.5,0.23,0.45,2.1,0.027000000000000003,43.0,6
6.3,0.27,0.29,12.2,0.044000000000000004,59.0,6
6.3,0.2,0.37,11.8,0.045,58.0,5
6.2,0.33,0.41,16.8,0.037000000000000005,58.0,6
6.3,0.33,0.42,17.2,0.037000000000000005,57.0,6
7.2,0.21,0.74,1.1,0.154,46.0,6
6.0,0.27,0.3,14.7,0.044000000000000004,15.0,6
5.7,0.13,0.26,5.5,0.034,21.0,6
6.9,0.24,0.37,6.1,0.027000000000000003,38.0,6
7.7,0.18,0.53,1.2,0.040999999999999995,42.0,5
